Quantity,Material Type,Grade/Finish,Length & Width (in),Gauge,Thickness (in),Cost Per lb (USD),Width (in),Length (in),Density (lb/in^3),Volume (in^3),Weight per Sheet (lb),Total Weight (lb),Total Cost
8,Brass,C260,36x96,14,0.0747,4.91,36.0,96.0,0.307,258.1632,79.2561024,634.0488192,3113.179702272
29,Copper,C122,60x120,14,0.0747,5.54,60.0,120.0,0.321,537.84,172.64664000000002,5006.752560000001,27737.409182400006
18,Aluminized Steel,Type 1,48x120,14,0.0747,1.2,48.0,120.0,0.284,430.272,122.19724799999999,2199.550464,2639.4605567999997
47,Stainless Steel,304 #4 Finish,36x72,26,0.0179,4.15,36.0,72.0,0.289,46.3968,13.4086752,630.2077343999999,2615.36209776
41,Hot Rolled Steel,A36,72x144,26,0.0179,0.62,72.0,144.0,0.284,185.5872,52.706764799999995,2160.9773567999996,1339.8059612159998
23,Brass,C360,36x96,28,0.0149,3.66,36.0,96.0,0.307,51.4944,15.8087808,363.6019584,1330.7831677440001
34,Brass,C260,24x48,24,0.0239,4.29,24.0,48.0,0.307,27.5328,8.4525696,287.3873664,1232.891801856
37,Stainless Steel,304 #4 Finish,48x144,10,0.1345,2.85,48.0,144.0,0.289,929.6640000000001,268.67289600000004,9940.897152000001,28331.556883200006
46,Stainless Steel,316L,48x72,23,0.0269,3.11,48.0,72.0,0.289,92.96640000000001,26.8672896,1235.8953216,3843.634450176
9,Hot Rolled Steel,A36,36x96,27,0.0164,0.62,36.0,96.0,0.284,56.6784,16.096665599999998,144.86999039999998,89.81939404799999
37,Stainless Steel,304 2B,60x120,17,0.056,3.26,60.0,120.0,0.289,403.2,116.52479999999998,4311.4176,14055.221375999998
32,Hot Rolled Steel,A36,36x72,10,0.1345,0.65,36.0,72.0,0.284,348.624,99.009216,3168.294912,2059.3916928
8,Aluminum,6061-T6,48x96,19,0.0418,2.11,48.0,96.0,0.098,192.6144,18.8762112,151.0096896,318.630445056
33,Stainless Steel,316L,48x72,19,0.0418,3.62,48.0,72.0,0.289,144.46079999999998,41.74917119999999,1377.7226495999998,4987.355991552
1,Brass,C260,36x96,16,0.0595,4.51,36.0,96.0,0.307,205.632,63.129024,63.129024,284.71189824
34,Brass,C260,48x96,29,0.0135,4.86,48.0,96.0,0.307,62.208,19.097856,649.327104,3155.72972544
6,Aluminum,3003-H14,36x72,10,0.1345,2.93,36.0,72.0,0.098,348.624,34.165152000000006,204.99091200000004,600.6233721600001
28,Galvanized Steel,G90,72x144,27,0.0164,0.77,72.0,144.0,0.284,170.0352,48.2899968,1352.1199104,1041.132331008
9,Stainless Steel,304 #4 Finish,36x120,29,0.0135,3.12,36.0,120.0,0.289,58.32,16.85448,151.69031999999999,473.2737984
7,Hot Rolled Steel,A1011,48x120,17,0.056,0.93,48.0,120.0,0.284,322.56,91.60704,641.24928,596.3618304
3,Hot Rolled Steel,A1011,36x96,20,0.0359,0.93,36.0,96.0,0.284,124.0704,35.2359936,105.7079808,98.308422144
2,Hot Rolled Steel,A1011,36x96,10,0.1345,0.91,36.0,96.0,0.284,464.83200000000005,132.012288,264.024576,240.26236416000003
21,Stainless Steel,304 2B,24x48,22,0.0299,3.34,24.0,48.0,0.289,34.4448,9.9545472,209.04549120000001,698.211940608
31,Brass,C360,60x120,26,0.0179,5.12,60.0,120.0,0.307,128.88,39.566159999999996,1226.5509599999998,6279.940915199999
44,Galvanized Steel,G60,24x48,17,0.056,0.8,24.0,48.0,0.284,64.512,18.321407999999998,806.141952,644.9135616
1,Copper,C110,72x144,12,0.1046,4.78,72.0,144.0,0.321,1084.4928,348.1221888,348.1221888,1664.024062464
12,Aluminum,5052-H32,48x96,12,0.1046,2.6,48.0,96.0,0.098,481.9968,47.235686400000006,566.8282368,1473.75341568
44,Aluminum,5052-H32,24x48,19,0.0418,3.01,24.0,48.0,0.098,48.1536,4.7190528,207.6383232,624.991352832
26,Galvanized Steel,G60,72x144,14,0.0747,0.93,72.0,144.0,0.284,774.4896,219.9550464,5718.831206399999,5318.513021952
47,Hot Rolled Steel,A1011,48x96,18,0.0478,0.78,48.0,96.0,0.284,220.2624,62.5545216,2940.0625152000002,2293.2487618560003
45,Cold Rolled Steel,A366,60x120,14,0.0747,0.64,60.0,120.0,0.284,537.84,152.74656,6873.5952,4399.100928
42,Stainless Steel,316L,60x120,27,0.0164,3.35,60.0,120.0,0.289,118.08000000000001,34.12512,1433.25504,4801.404384
10,Aluminum,3003-H14,60x144,18,0.0478,2.53,60.0,144.0,0.098,412.992,40.473216,404.73216,1023.9723647999999
33,Brass,C260,36x120,18,0.0478,4.98,36.0,120.0,0.307,206.496,63.394272,2092.010976,10418.214660480002
30,Galvanized Steel,G90,24x48,18,0.0478,0.8,24.0,48.0,0.284,55.0656,15.6386304,469.158912,375.32712960000003
40,Copper,C110,24x48,27,0.0164,5.16,24.0,48.0,0.321,18.8928,6.0645888,242.583552,1251.73112832
30,Galvanized Steel,G60,36x120,21,0.0329,1.0,36.0,120.0,0.284,142.128,40.36435199999999,1210.9305599999998,1210.9305599999998
45,Cold Rolled Steel,A366,48x96,22,0.0299,0.6,48.0,96.0,0.284,137.7792,39.129292799999995,1760.8181759999998,1056.4909056
47,Hot Rolled Steel,A36,60x120,12,0.1046,0.67,60.0,120.0,0.284,753.12,213.88608,10052.64576,6735.2726592
14,Stainless Steel,304 2B,72x144,11,0.1196,2.87,72.0,144.0,0.289,1240.0128,358.3636992,5017.091788799999,14399.053433856
21,Aluminum,6061-T6,24x48,14,0.0747,2.26,24.0,48.0,0.098,86.0544,8.4333312,177.09995519999998,400.2458987519999
30,Aluminized Steel,Type 1,48x96,28,0.0149,0.9,48.0,96.0,0.284,68.6592,19.4992128,584.9763839999999,526.4787455999999
3,Cold Rolled Steel,A1008,48x72,14,0.0747,0.48,48.0,72.0,0.284,258.1632,73.3183488,219.9550464,105.57842227199998
17,Copper,C110,60x120,17,0.056,5.5,60.0,120.0,0.321,403.2,129.4272,2200.2624,12101.4432
7,Cold Rolled Steel,A366,60x120,18,0.0478,0.61,60.0,120.0,0.284,344.16,97.74144,684.19008,417.35594879999996
10,Cold Rolled Steel,A1008,60x120,25,0.0209,0.6,60.0,120.0,0.284,150.48,42.73631999999999,427.3631999999999,256.4179199999999
19,Brass,C260,36x96,10,0.1345,3.91,36.0,96.0,0.307,464.83200000000005,142.703424,2711.365056,10601.437368960002
35,Galvanized Steel,G90,48x144,12,0.1046,0.67,48.0,144.0,0.284,722.9952,205.33063679999998,7186.572287999999,4815.00343296
30,Stainless Steel,304 2B,60x144,17,0.056,4.07,60.0,144.0,0.289,483.84000000000003,139.82976,4194.8928,17073.213696
20,Aluminum,5052-H32,36x120,18,0.0478,2.94,36.0,120.0,0.098,206.496,20.236608,404.73216,1189.9125504
11,Cold Rolled Steel,A366,48x120,21,0.0329,0.58,48.0,120.0,0.284,189.504,53.81913599999999,592.0104959999999,343.3660876799999
22,Copper,C110,48x96,21,0.0329,5.92,48.0,96.0,0.321,151.6032,48.6646272,1070.6217984,6338.081046528
11,Aluminum,3003-H14,36x72,12,0.1046,1.97,36.0,72.0,0.098,271.1232,26.5700736,292.2708096,575.773494912
42,Galvanized Steel,G90,36x72,10,0.1345,1.0,36.0,72.0,0.284,348.624,99.009216,4158.3870719999995,4158.3870719999995
48,Brass,C360,36x72,19,0.0418,4.06,36.0,72.0,0.307,108.34559999999999,33.262099199999994,1596.5807615999997,6482.117892095998
29,Hot Rolled Steel,A1011,36x120,27,0.0164,0.82,36.0,120.0,0.284,70.848,20.120831999999996,583.5041279999999,478.4733849599999
14,Galvanized Steel,G60,36x120,21,0.0329,1.04,36.0,120.0,0.284,142.128,40.36435199999999,565.1009279999998,587.7049651199999
15,Galvanized Steel,G60,60x144,27,0.0164,0.77,60.0,144.0,0.284,141.696,40.24166399999999,603.6249599999999,464.7912191999999
33,Aluminum,3003-H14,36x120,21,0.0329,2.78,36.0,120.0,0.098,142.128,13.928543999999999,459.64195199999995,1277.8046265599999
18,Galvanized Steel,G90,36x96,20,0.0359,0.95,36.0,96.0,0.284,124.0704,35.2359936,634.2478848000001,602.5354905600001
26,Aluminized Steel,Type 1,24x48,12,0.1046,1.06,24.0,48.0,0.284,120.4992,34.2217728,889.7660927999999,943.152058368
19,Galvanized Steel,G60,36x96,17,0.056,0.7,36.0,96.0,0.284,193.536,54.964223999999994,1044.320256,731.0241791999999
36,Brass,C360,72x144,24,0.0239,4.99,72.0,144.0,0.307,247.79520000000002,76.0731264,2738.6325504,13665.776426496
2,Copper,C110,60x120,23,0.0269,5.72,60.0,120.0,0.321,193.68,62.17128,124.34256,711.2394432
32,Cold Rolled Steel,A1008,48x120,23,0.0269,0.47,48.0,120.0,0.284,154.944,44.00409599999999,1408.1310719999997,661.8216038399999
18,Aluminized Steel,Type 1,60x120,25,0.0209,1.08,60.0,120.0,0.284,150.48,42.73631999999999,769.2537599999998,830.7940607999999
34,Galvanized Steel,G60,72x144,28,0.0149,1.0,72.0,144.0,0.284,154.4832,43.8732288,1491.6897792,1491.6897792
41,Galvanized Steel,G90,72x144,19,0.0418,1.0,72.0,144.0,0.284,433.38239999999996,123.08060159999998,5046.304665599999,5046.304665599999
19,Stainless Steel,304 #4 Finish,48x96,21,0.0329,3.89,48.0,96.0,0.289,151.6032,43.81332479999999,832.4531711999998,3238.2428359679993
42,Copper,C122,36x96,25,0.0209,4.95,36.0,96.0,0.321,72.23039999999999,23.185958399999997,973.8102527999998,4820.360751359999
30,Aluminized Steel,Type 2,60x120,27,0.0164,0.98,60.0,120.0,0.284,118.08000000000001,33.53472,1006.0416,985.920768
50,Stainless Steel,304 2B,72x144,19,0.0418,4.06,72.0,144.0,0.289,433.38239999999996,125.24751359999998,6262.375679999999,25425.245260799995
17,Aluminum,5052-H32,36x72,10,0.1345,2.57,36.0,72.0,0.098,348.624,34.165152000000006,580.8075840000001,1492.6754908800003
31,Aluminized Steel,Type 1,48x96,26,0.0179,0.97,48.0,96.0,0.284,82.4832,23.425228799999996,726.1820927999999,704.3966300159998
45,Cold Rolled Steel,A366,48x96,19,0.0418,0.76,48.0,96.0,0.284,192.6144,54.70248959999999,2461.6120319999995,1870.8251443199997
24,Brass,C360,60x120,22,0.0299,4.74,60.0,120.0,0.307,215.28,66.09096,1586.18304,7518.5076096
17,Brass,C260,36x120,16,0.0595,3.99,36.0,120.0,0.307,257.03999999999996,78.91127999999999,1341.4917599999999,5352.5521223999995
41,Hot Rolled Steel,A1011,24x48,18,0.0478,0.95,24.0,48.0,0.284,55.0656,15.6386304,641.1838464,609.1246540799999
27,Galvanized Steel,G60,48x96,29,0.0135,0.84,48.0,96.0,0.284,62.208,17.667071999999997,477.01094399999994,400.68919295999996
10,Brass,C260,36x72,21,0.0329,4.48,36.0,72.0,0.307,85.2768,26.179977599999997,261.79977599999995,1172.86299648
26,Copper,C122,48x96,20,0.0359,5.18,48.0,96.0,0.321,165.4272,53.1021312,1380.6554112000001,7151.795030016
35,Aluminized Steel,Type 1,36x120,21,0.0329,1.25,36.0,120.0,0.284,142.128,40.36435199999999,1412.7523199999996,1765.9403999999995
46,Aluminized Steel,Type 2,48x72,11,0.1196,1.1,48.0,72.0,0.284,413.3376,117.38787839999999,5399.842406399999,5939.826647039999
25,Cold Rolled Steel,A366,72x144,18,0.0478,0.84,72.0,144.0,0.284,495.59040000000005,140.7476736,3518.6918400000004,2955.7011456
21,Copper,C122,48x96,19,0.0418,4.94,48.0,96.0,0.321,192.6144,61.8292224,1298.4136704,6414.163531776
17,Cold Rolled Steel,A366,36x72,12,0.1046,0.72,36.0,72.0,0.284,271.1232,76.99898879999999,1308.9828095999999,942.4676229119999
43,Stainless Steel,304 #4 Finish,48x144,18,0.0478,3.94,48.0,144.0,0.289,330.3936,95.48375039999999,4105.8012671999995,16176.856992767998
9,Copper,C122,36x72,26,0.0179,5.49,36.0,72.0,0.321,46.3968,14.8933728,134.0403552,735.881550048
24,Hot Rolled Steel,A36,48x72,26,0.0179,0.63,48.0,72.0,0.284,61.862399999999994,17.568921599999996,421.6541183999999,265.6420945919999
46,Hot Rolled Steel,A36,48x96,17,0.056,0.78,48.0,96.0,0.284,258.048,73.28563199999999,3371.1390719999995,2629.4884761599997
4,Galvanized Steel,G60,60x120,27,0.0164,0.71,60.0,120.0,0.284,118.08000000000001,33.53472,134.13888,95.23860479999999
46,Cold Rolled Steel,A366,48x144,12,0.1046,0.77,48.0,144.0,0.284,722.9952,205.33063679999998,9445.209292799998,7272.811155455999
23,Galvanized Steel,G90,72x144,12,0.1046,0.69,72.0,144.0,0.284,1084.4928,307.99595519999997,7083.9069696,4887.895809023999
46,Hot Rolled Steel,A36,48x96,14,0.0747,0.65,48.0,96.0,0.284,344.2176,97.7577984,4496.8587264,2922.95817216
15,Galvanized Steel,G90,48x72,17,0.056,0.95,48.0,72.0,0.284,193.536,54.964223999999994,824.46336,783.240192
30,Hot Rolled Steel,A1011,36x72,12,0.1046,0.6,36.0,72.0,0.284,271.1232,76.99898879999999,2309.9696639999997,1385.9817984
7,Aluminum,5052-H32,72x144,11,0.1196,2.97,72.0,144.0,0.098,1240.0128,121.5212544,850.6487808,2526.4268789760004
6,Cold Rolled Steel,A366,48x120,22,0.0299,0.52,48.0,120.0,0.284,172.224,48.911615999999995,293.469696,152.60424192
30,Aluminized Steel,Type 2,48x120,28,0.0149,1.08,48.0,120.0,0.284,85.824,24.374015999999997,731.22048,789.7181184
12,Cold Rolled Steel,A366,48x72,21,0.0329,0.7,48.0,72.0,0.284,113.7024,32.2914816,387.49777919999997,271.24844543999995
13,Stainless Steel,304 2B,48x72,27,0.0164,2.84,48.0,72.0,0.289,56.6784,16.3800576,212.9407488,604.751726592
8,Hot Rolled Steel,A1011,36x72,16,0.0595,0.61,36.0,72.0,0.284,154.224,43.79961599999999,350.39692799999995,213.74212607999996
8,Brass,C260,72x144,17,0.056,4.98,72.0,144.0,0.307,580.6080000000001,178.24665600000003,1425.9732480000002,7101.346775040001
35,Hot Rolled Steel,A36,36x72,17,0.056,0.77,36.0,72.0,0.284,145.15200000000002,41.223168,1442.81088,1110.9643776
2,Cold Rolled Steel,A1008,60x144,11,0.1196,0.84,60.0,144.0,0.284,1033.344,293.469696,586.939392,493.02908928
41,Aluminum,6061-T6,48x144,17,0.056,2.76,48.0,144.0,0.098,387.072,37.933056,1555.255296,4292.50461696
27,Stainless Steel,304 2B,36x96,23,0.0269,3.86,36.0,96.0,0.289,92.96640000000001,26.8672896,725.4168192,2800.1089221119996
16,Aluminum,5052-H32,48x72,28,0.0149,3.24,48.0,72.0,0.098,51.4944,5.0464512,80.7432192,261.608030208
9,Brass,C360,36x96,19,0.0418,3.83,36.0,96.0,0.307,144.46079999999998,44.349465599999995,399.14519039999993,1528.7260792319998
4,Copper,C110,36x72,20,0.0359,5.43,36.0,72.0,0.321,93.0528,29.869948800000003,119.47979520000001,648.775287936
28,Cold Rolled Steel,A1008,48x144,19,0.0418,0.72,48.0,144.0,0.284,288.92159999999996,82.05373439999998,2297.5045631999997,1654.2032855039997
39,Hot Rolled Steel,A1011,48x72,24,0.0239,0.65,48.0,72.0,0.284,82.5984,23.4579456,914.8598784,594.65892096
25,Copper,C122,60x120,19,0.0418,5.48,60.0,120.0,0.321,300.96,96.60816,2415.2039999999997,13235.31792
44,Aluminum,5052-H32,60x120,29,0.0135,2.96,60.0,120.0,0.098,97.2,9.5256,419.12640000000005,1240.6141440000001
15,Stainless Steel,304 #4 Finish,60x144,20,0.0359,3.86,60.0,144.0,0.289,310.176,89.640864,1344.61296,5190.2060255999995
29,Aluminized Steel,Type 2,48x144,10,0.1345,0.93,48.0,144.0,0.284,929.6640000000001,264.024576,7656.7127040000005,7120.742814720001
14,Stainless Steel,316L,36x72,29,0.0135,3.56,36.0,72.0,0.289,34.992,10.112687999999999,141.577632,504.01636992
24,Hot Rolled Steel,A1011,36x96,14,0.0747,0.73,36.0,96.0,0.284,258.1632,73.3183488,1759.6403712,1284.537470976
43,Copper,C122,36x96,21,0.0329,5.07,36.0,96.0,0.321,113.7024,36.4984704,1569.4342272000001,7957.031531904001
28,Hot Rolled Steel,A1011,36x96,20,0.0359,0.86,36.0,96.0,0.284,124.0704,35.2359936,986.6078208,848.482725888
12,Stainless Steel,316L,48x96,19,0.0418,2.87,48.0,96.0,0.289,192.6144,55.66556159999999,667.9867391999999,1917.1219415039998
23,Copper,C122,60x120,11,0.1196,5.76,60.0,120.0,0.321,861.12,276.41952000000003,6357.64896,36620.0580096
29,Cold Rolled Steel,A1008,36x72,12,0.1046,0.78,36.0,72.0,0.284,271.1232,76.99898879999999,2232.9706751999997,1741.717126656
46,Hot Rolled Steel,A1011,60x144,27,0.0164,0.56,60.0,144.0,0.284,141.696,40.24166399999999,1851.1165439999997,1036.62526464
3,Aluminum,5052-H32,36x120,10,0.1345,1.92,36.0,120.0,0.098,581.0400000000001,56.94192000000001,170.82576000000003,327.98545920000004
23,Galvanized Steel,G60,36x120,28,0.0149,0.71,36.0,120.0,0.284,64.368,18.280511999999998,420.45177599999994,298.52076095999996
7,Aluminum,5052-H32,72x144,24,0.0239,2.84,72.0,144.0,0.098,247.79520000000002,24.283929600000004,169.98750720000004,482.7645204480001
38,Copper,C122,48x120,20,0.0359,4.74,48.0,120.0,0.321,206.78400000000002,66.37766400000001,2522.3512320000004,11955.944839680003
37,Copper,C110,60x120,12,0.1046,5.06,60.0,120.0,0.321,753.12,241.75152,8944.80624,45260.7195744
38,Aluminized Steel,Type 1,48x144,29,0.0135,1.18,48.0,144.0,0.284,93.312,26.500607999999996,1007.0231039999999,1188.2872627199997
36,Brass,C360,36x96,19,0.0418,4.48,36.0,96.0,0.307,144.46079999999998,44.349465599999995,1596.5807615999997,7152.681811967999
35,Hot Rolled Steel,A36,36x72,10,0.1345,0.76,36.0,72.0,0.284,348.624,99.009216,3465.3225599999996,2633.6451455999995
42,Hot Rolled Steel,A36,24x48,12,0.1046,0.81,24.0,48.0,0.284,120.4992,34.2217728,1437.3144576,1164.224710656
10,Brass,C360,60x120,20,0.0359,4.35,60.0,120.0,0.307,258.48,79.35336000000001,793.5336000000001,3451.87116
10,Cold Rolled Steel,A366,36x120,12,0.1046,0.63,36.0,120.0,0.284,451.872,128.331648,1283.31648,808.4893824
10,Aluminized Steel,Type 2,48x144,18,0.0478,1.16,48.0,144.0,0.284,330.3936,93.8317824,938.317824,1088.4486758399999
28,Brass,C260,36x120,29,0.0135,5.05,36.0,120.0,0.307,58.32,17.90424,501.31872000000004,2531.659536
34,Galvanized Steel,G60,36x120,21,0.0329,0.97,36.0,120.0,0.284,142.128,40.36435199999999,1372.3879679999995,1331.2163289599996
45,Galvanized Steel,G60,72x144,28,0.0149,0.76,72.0,144.0,0.284,154.4832,43.8732288,1974.295296,1500.46442496
8,Stainless Steel,316L,48x120,23,0.0269,3.91,48.0,120.0,0.289,154.944,44.77881599999999,358.23052799999994,1400.6813644799997
50,Cold Rolled Steel,A1008,36x96,25,0.0209,0.51,36.0,96.0,0.284,72.23039999999999,20.513433599999995,1025.6716799999997,523.0925567999999
31,Stainless Steel,304 2B,48x96,14,0.0747,3.16,48.0,96.0,0.289,344.2176,99.4788864,3083.8454783999996,9744.951711744
11,Aluminum,5052-H32,48x96,16,0.0595,2.24,48.0,96.0,0.098,274.176,26.869248,295.561728,662.0582707200001
17,Copper,C110,48x144,23,0.0269,5.62,48.0,144.0,0.321,185.93280000000001,59.684428800000006,1014.6352896000001,5702.250327552
46,Brass,C260,48x96,28,0.0149,3.99,48.0,96.0,0.307,68.6592,21.078374399999998,969.6052223999999,3868.724837376
40,Galvanized Steel,G60,24x48,16,0.0595,0.75,24.0,48.0,0.284,68.544,19.466495999999996,778.6598399999998,583.9948799999999
11,Galvanized Steel,G60,36x120,20,0.0359,0.73,36.0,120.0,0.284,155.088,44.04499199999999,484.49491199999994,353.6812857599999
7,Copper,C110,36x96,16,0.0595,5.77,36.0,96.0,0.321,205.632,66.007872,462.05510400000003,2666.05795008
16,Aluminized Steel,Type 1,36x96,28,0.0149,0.91,36.0,96.0,0.284,51.4944,14.624409599999998,233.99055359999997,212.93140377599997
13,Hot Rolled Steel,A1011,72x144,27,0.0164,0.93,72.0,144.0,0.284,170.0352,48.2899968,627.7699584,583.826061312
10,Aluminized Steel,Type 2,60x120,22,0.0299,1.0,60.0,120.0,0.284,215.28,61.13952,611.3951999999999,611.3951999999999
42,Aluminum,6061-T6,72x144,20,0.0359,2.58,72.0,144.0,0.098,372.2112,36.4766976,1532.0212992000002,3952.6149519360006
9,Hot Rolled Steel,A36,60x144,10,0.1345,0.86,60.0,144.0,0.284,1162.0800000000002,330.03072000000003,2970.2764800000004,2554.4377728000004
42,Cold Rolled Steel,A1008,36x120,22,0.0299,0.7,36.0,120.0,0.284,129.168,36.683712,1540.715904,1078.5011327999998
26,Hot Rolled Steel,A36,36x96,20,0.0359,0.84,36.0,96.0,0.284,124.0704,35.2359936,916.1358336000001,769.5541002240001
42,Copper,C110,72x144,10,0.1345,4.87,72.0,144.0,0.321,1394.496,447.63321600000006,18800.595072000004,91558.89800064002
30,Brass,C260,36x96,19,0.0418,3.92,36.0,96.0,0.307,144.46079999999998,44.349465599999995,1330.4839679999998,5215.497154559999
18,Copper,C122,48x72,20,0.0359,4.92,48.0,72.0,0.321,124.0704,39.8265984,716.8787712000001,3527.0435543040003
33,Aluminum,5052-H32,48x96,28,0.0149,1.92,48.0,96.0,0.098,68.6592,6.7286016,222.0438528,426.324197376
50,Aluminized Steel,Type 1,48x144,12,0.1046,0.98,48.0,144.0,0.284,722.9952,205.33063679999998,10266.53184,10061.2012032
47,Brass,C260,60x144,25,0.0209,4.65,60.0,144.0,0.307,180.576,55.436831999999995,2605.5311039999997,12115.7196336
47,Aluminum,3003-H14,48x120,20,0.0359,2.93,48.0,120.0,0.098,206.78400000000002,20.264832000000002,952.4471040000001,2790.6700147200004
1,Brass,C260,24x48,16,0.0595,5.12,24.0,48.0,0.307,68.544,21.043008,21.043008,107.74020096000001
21,Aluminum,5052-H32,48x144,18,0.0478,2.37,48.0,144.0,0.098,330.3936,32.3785728,679.9500288,1611.4815682560002
43,Copper,C110,48x72,27,0.0164,5.89,48.0,72.0,0.321,56.6784,18.1937664,782.3319552,4607.935216128
35,Aluminum,5052-H32,24x48,17,0.056,2.47,24.0,48.0,0.098,64.512,6.322176000000001,221.27616000000003,546.5521152000001
4,Aluminum,5052-H32,72x144,14,0.0747,2.67,72.0,144.0,0.098,774.4896,75.89998080000001,303.59992320000003,810.611794944
37,Hot Rolled Steel,A1011,48x120,26,0.0179,0.56,48.0,120.0,0.284,103.104,29.281535999999996,1083.4168319999999,606.71342592
29,Copper,C110,48x120,14,0.0747,5.75,48.0,120.0,0.321,430.272,138.117312,4005.402048,23031.061776
7,Stainless Steel,304 2B,36x120,24,0.0239,3.89,36.0,120.0,0.289,103.248,29.838672,208.870704,812.50703856
18,Stainless Steel,304 #4 Finish,48x120,25,0.0209,3.93,48.0,120.0,0.289,120.38399999999999,34.79097599999999,626.2375679999999,2461.1136422399995
33,Aluminum,6061-T6,24x48,20,0.0359,3.24,24.0,48.0,0.098,41.3568,4.0529664,133.7478912,433.343167488
32,Copper,C122,60x120,27,0.0164,4.74,60.0,120.0,0.321,118.08000000000001,37.90368,1212.91776,5749.230182400001
2,Brass,C360,72x144,18,0.0478,3.9,72.0,144.0,0.307,495.59040000000005,152.1462528,304.2925056,1186.74077184
41,Galvanized Steel,G90,36x72,14,0.0747,0.77,36.0,72.0,0.284,193.6224,54.9887616,2254.5392256,1735.9952037120001
44,Galvanized Steel,G90,60x120,24,0.0239,0.68,60.0,120.0,0.284,172.08,48.87072,2150.31168,1462.2119424
24,Brass,C260,48x72,17,0.056,4.91,48.0,72.0,0.307,193.536,59.415552,1425.973248,7001.52864768
3,Hot Rolled Steel,A36,48x72,24,0.0239,0.9,48.0,72.0,0.284,82.5984,23.4579456,70.37383679999999,63.336453119999994
24,Galvanized Steel,G90,36x120,16,0.0595,0.93,36.0,120.0,0.284,257.03999999999996,72.99935999999998,1751.9846399999997,1629.3457151999999
43,Brass,C260,36x72,24,0.0239,3.63,36.0,72.0,0.307,61.948800000000006,19.0182816,817.7861088000001,2968.5635749440003
20,Brass,C260,36x120,22,0.0299,4.09,36.0,120.0,0.307,129.168,39.654576,793.09152,3243.7443167999995
42,Cold Rolled Steel,A366,24x48,10,0.1345,0.77,24.0,48.0,0.284,154.94400000000002,44.004096000000004,1848.1720320000002,1423.0924646400001
23,Aluminized Steel,Type 2,60x144,21,0.0329,1.21,60.0,144.0,0.284,284.256,80.72870399999998,1856.7601919999995,2246.679832319999
34,Galvanized Steel,G60,72x144,16,0.0595,1.05,72.0,144.0,0.284,616.896,175.19846399999997,5956.747775999999,6254.5851648
5,Aluminum,3003-H14,48x96,19,0.0418,3.09,48.0,96.0,0.098,192.6144,18.8762112,94.381056,291.63746304
43,Aluminum,3003-H14,48x96,29,0.0135,3.28,48.0,96.0,0.098,62.208,6.0963840000000005,262.144512,859.83399936
41,Copper,C110,24x48,17,0.056,4.77,24.0,48.0,0.321,64.512,20.708352,849.0424320000001,4049.93240064
43,Aluminized Steel,Type 2,48x72,16,0.0595,1.14,48.0,72.0,0.284,205.632,58.399488,2511.177984,2862.7429017599998
12,Stainless Steel,304 2B,48x144,24,0.0239,3.57,48.0,144.0,0.289,165.1968,47.741875199999996,572.9025024,2045.261933568
28,Galvanized Steel,G60,48x120,10,0.1345,0.84,48.0,120.0,0.284,774.72,220.02048,6160.57344,5174.8816896
38,Hot Rolled Steel,A1011,60x144,24,0.0239,0.88,60.0,144.0,0.284,206.496,58.644864,2228.504832,1961.08425216
27,Aluminum,3003-H14,48x72,20,0.0359,3.18,48.0,72.0,0.098,124.0704,12.1588992,328.29027840000003,1043.9630853120002
49,Brass,C360,48x144,26,0.0179,4.75,48.0,144.0,0.307,123.72479999999999,37.983513599999995,1861.1921663999997,8840.662790399998
35,Brass,C260,48x144,25,0.0209,3.87,48.0,144.0,0.307,144.46079999999998,44.349465599999995,1552.231296,6007.13511552
42,Copper,C122,36x72,28,0.0149,4.81,36.0,72.0,0.321,38.6208,12.397276800000002,520.6856256000001,2504.4978591360004
39,Stainless Steel,304 2B,60x120,24,0.0239,3.43,60.0,120.0,0.289,172.08,49.73112,1939.5136799999998,6652.5319223999995
26,Cold Rolled Steel,A1008,48x96,14,0.0747,0.77,48.0,96.0,0.284,344.2176,97.7577984,2541.7027583999998,1957.111123968
50,Copper,C110,36x72,20,0.0359,5.92,36.0,72.0,0.321,93.0528,29.869948800000003,1493.49744,8841.5048448
24,Galvanized Steel,G60,24x48,28,0.0149,0.94,24.0,48.0,0.284,17.1648,4.8748032,116.9952768,109.97556019199999
5,Brass,C360,48x96,23,0.0269,4.25,48.0,96.0,0.307,123.9552,38.054246400000004,190.27123200000003,808.6527360000001
2,Hot Rolled Steel,A36,48x96,18,0.0478,0.78,48.0,96.0,0.284,220.2624,62.5545216,125.1090432,97.585053696
46,Aluminum,6061-T6,72x144,28,0.0149,2.61,72.0,144.0,0.098,154.4832,15.139353600000002,696.4102656000001,1817.6307932160003
40,Aluminum,5052-H32,48x120,25,0.0209,3.0,48.0,120.0,0.098,120.38399999999999,11.797631999999998,471.90527999999995,1415.7158399999998
30,Stainless Steel,304 #4 Finish,48x72,25,0.0209,2.91,48.0,72.0,0.289,72.23039999999999,20.874585599999996,626.2375679999999,1822.3513228799998
5,Stainless Steel,316L,60x120,10,0.1345,3.12,60.0,120.0,0.289,968.4000000000001,279.8676,1399.338,4365.93456
44,Aluminized Steel,Type 2,48x120,23,0.0269,1.16,48.0,120.0,0.284,154.944,44.00409599999999,1936.1802239999995,2245.9690598399993
